n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,viral
8,439,0.578947367,0.999999996,0.784615382,6,0,1,0,4.724373576,8,1,0,0,0,0,0,217,1200,585,0,51900,14300,0,4990.5,1920.012137,0,0,0,0,0,1,0,0,0,0,0,0.682400222,0.025121216,0.025204062,0.02511752,0.24215698,0.464369111,0.078983002,0.041002278,0.01594533,0.72,0.28,0.287757335,0.1,0.5,-0.231547619,-0.3,-0.1,0,0,0.5,0,0
7,1079,0.389513108,0.999999998,0.542483659,4,2,1,0,4.495829472,8,0,0,0,0,1,0,217,721,423.2,0,51900,14012.5,0,3322.117647,1587.940865,0,0,0,0,0,1,0,0,0,0,0,0.025034048,0.025001878,0.02510266,0.025164267,0.899697147,0.46121297,0.098600819,0.030583874,0.015755329,0.66,0.34,0.341578119,0.05,1,-0.235130719,-0.5,-0.1,0,0,0.5,0,0
10,1235,0.412987013,0.999999999,0.545454545,29,3,25,1,4.71417004,8,0,0,0,0,0,0,217,582,366.125,7200,51900,28862.5,1900.571429,4423.515152,2621.615747,1600,1600,1600,0,0,1,0,0,0,0,0,0.025064724,0.025230884,0.278990734,0.64570152,0.025012137,0.227116217,0.010324675,0.014574899,0.008097166,0.642857143,0.357142857,0.387373737,0.1,1,-0.375,-1,-0.05,0,0,0.5,0,0
13,351,0.527220629,0.999999995,0.6559633,11,6,1,0,4.94017094,10,1,0,0,0,0,0,217,1900,544.8888889,0,51900,19050,0,4125.321429,2269.218634,712,3100,1670.666667,0,0,1,0,0,0,0,0,0.020048768,0.420343233,0.020001348,0.020288473,0.519318177,0.458038174,0.006910009,0.034188034,0.037037037,0.48,0.52,0.29469697,0.033333333,0.5,-0.254487179,-0.8,-0.05,0.7,-0.044444444,0.2,0.044444444,0
10,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,217,1200,542.5,0,51900,16928.57143,0,3647.272727,1923.430603,0,0,0,0,0,1,0,0,0,0,0,0.19138254,0.028703276,0.179281563,0.572046682,0.028585939,0,0,0,0,0,0,0,0,0,0,0,0,0.55,-0.5,0.05,0.5,0
11,332,0.555214722,0.999999995,0.749999996,7,6,1,1,4.427710843,6,0,1,0,0,0,0,217,522,359.75,0,51900,24933.33333,0,3834.882353,1761.835372,894,7100,2618.8,0,0,1,0,0,0,0,0,0.033335245,0.865397889,0.033334362,0.034598022,0.033334482,0.551216931,0.331608947,0.063253012,0.009036145,0.875,0.125,0.542207792,0.1,1,-0.412698413,-1,-0.071428571,0.416666667,0.193181818,0.083333333,0.193181818,0
10,302,0.640939595,0.999999994,0.798882677,4,2,1,0,4.427152318,7,0,1,0,0,0,0,217,3600,982.8333333,0,51900,30857.14286,0,4197.685714,2940.118805,577,1100,838.5,0,0,1,0,0,0,0,0,0.272963581,0.280466568,0.028791331,0.389065505,0.028713016,0.420833333,0.156439394,0.036423841,0.009933775,0.785714286,0.214285714,0.396969697,0.033333333,0.8,-0.308333333,-0.4,-0.125,0.4,0,0.1,0,0
7,234,0.650224212,0.999999993,0.75524475,7,2,1,0,4.551282051,9,0,0,1,0,0,0,217,459,350.3333333,0,51900,17222.22222,0,2789.819549,1537.450424,1300,2300,1800,0,0,1,0,0,0,0,0,0.440723124,0.022224531,0.243680127,0.022292789,0.271079429,0.504814815,0.195,0.038461538,0.008547009,0.818181818,0.181818182,0.383333333,0.1,0.6,-0.1125,-0.125,-0.1,1,0,0.5,0,0
12,319,0.601910826,0.999999994,0.797752805,10,5,0,0,4.746081505,8,1,0,0,0,0,0,217,1700,559.8333333,0,51900,22125,0,3050,2073.359663,924,924,924,0,0,1,0,0,0,0,0,0.025087105,0.158862482,0.025029331,0.025017433,0.766003649,0.378305785,0.223163453,0.072100313,0.006269592,0.92,0.08,0.343017128,0.033333333,0.6,-0.2625,-0.4,-0.125,0.642857143,0.214285714,0.142857143,0.214285714,0
11,177,0.670454542,0.999999992,0.75806451,3,2,1,0,4.559322034,5,0,0,1,0,0,0,217,441,337.3333333,0,51900,14000,0,2517.222097,1133.779522,1000,1100,1050,0,0,1,0,0,0,0,0,0.839994784,0.040004921,0.040000107,0.040000105,0.040000084,0.338137587,0.357509881,0.084745763,0.005649718,0.9375,0.0625,0.574848485,0.1,1,-0.4,-0.4,-0.4,0.483333333,0.666666667,0.016666667,0.666666667,0
12,311,0.531249998,0.999999994,0.668571425,1,1,1,0,4.45659164,6,0,0,1,0,0,0,217,731,522.3333333,1900,51900,15333.33333,1241.166667,3349.095238,2123.171024,0,0,0,0,0,1,0,0,0,0,0,0.539979045,0.033364335,0.033446154,0.033456868,0.359753598,0.458890693,0.138665224,0.038585209,0.012861736,0.75,0.25,0.405505051,0.1,1,-0.20952381,-0.5,-0.071428571,0.54,0.16,0.04,0.16,0
7,480,0.460698689,0.999999996,0.608856086,9,3,1,0,4.547916667,4,0,0,1,0,0,0,217,721,485.25,1900,51900,18225,1241.166667,2517.222097,1796.434339,297,1100,698.5,0,0,1,0,0,0,0,0,0.797594181,0.050000692,0.050089234,0.050000092,0.052315801,0.391926263,0.11725772,0.052083333,0.022916667,0.694444444,0.305555556,0.310070996,0.1,1,-0.205808081,-0.75,-0.1,0,0,0.5,0,0
7,193,0.578034679,0.999999991,0.67567567,2,2,1,0,4.497409326,3,0,0,1,0,0,0,217,721,430.6666667,6800,51900,23666.66667,1666.098592,2517.222097,1981.523563,790,790,790,0,0,1,0,0,0,0,0,0.727431462,0.066668065,0.066854814,0.066666834,0.072378824,0.283333333,0.048611111,0.025906736,0.031088083,0.454545455,0.545454545,0.34,0.2,0.5,-0.219444444,-0.4,-0.1,0,0,0.5,0,0
10,261,0.62598425,0.999999994,0.755952376,10,3,1,0,4.873563218,7,0,0,0,0,0,1,217,764,403,0,51900,20842.85714,0,3798.666667,1846.96128,1200,1200,1200,0,0,1,0,0,0,0,0,0.028879008,0.02860161,0.884931752,0.028583808,0.029003821,0.416111111,0.151111111,0.026819923,0.011494253,0.7,0.3,0.417857143,0.25,0.5,-0.219444444,-0.4,-0.125,0,0,0.5,0,0
8,715,0.413694721,0.999999998,0.582716048,8,4,13,0,4.703496504,8,0,0,0,0,1,0,217,737,431.875,737,51900,14331,620.6666667,2601.907767,1765.556141,533,592,562.5,0,0,1,0,0,0,0,0,0.025119595,0.025019617,0.025003124,0.025099809,0.899757855,0.39366781,0.14200972,0.036363636,0.012587413,0.742857143,0.257142857,0.340763403,0.033333333,1,-0.144444444,-0.4,-0.05,0.15,0.1,0.35,0.1,0
11,409,0.519607842,0.999999996,0.657480312,2,0,1,0,4.958435208,4,0,0,0,0,0,1,217,924,463.25,924,51900,25806,924,2745.728395,2052.059623,0,0,0,0,0,1,0,0,0,0,0,0.051045219,0.050000371,0.798439748,0.050000215,0.050514447,0.272372506,0.10353289,0.046454768,0.017114914,0.730769231,0.269230769,0.295342903,0.136363636,0.5,-0.133333333,-0.166666667,-0.1,0,0,0.5,0,0
11,478,0.514830507,0.999999996,0.722222219,5,4,1,0,4.190376569,8,1,0,0,0,0,0,217,483,344.1666667,0,51900,21625,0,2952.413793,1981.055728,2100,28300,15200,0,0,1,0,0,0,0,0,0.025207133,0.025002059,0.025023132,0.025069837,0.899697839,0.40955523,0.157759042,0.033472803,0.010460251,0.761904762,0.238095238,0.385606061,0.1,1,-0.255833333,-0.5,-0.125,0.375,-0.125,0.125,0.125,0
12,509,0.558185403,0.999999997,0.749999998,12,0,1,0,4.966601179,7,0,0,1,0,0,0,217,412,331.25,0,51900,15214.28571,0,2745.728395,1295.04842,0,0,0,0,0,1,0,0,0,0,0,0.171882557,0.028572995,0.600533601,0.028571852,0.170438995,0.506702899,0.132137681,0.05108055,0.029469548,0.634146341,0.365853659,0.387307692,0.1,0.8,-0.239444444,-0.5,-0.1,0.454545455,0.136363636,0.045454545,0.136363636,0
11,461,0.517543859,0.999999996,0.706563704,10,3,1,1,4.494577007,6,1,0,0,0,0,0,217,343,301,0,51900,15900,0,2847.666667,1300.766183,1400,1800,1533.333333,0,0,1,0,0,0,0,0,0.389023488,0.138658566,0.033411071,0.033417831,0.405489045,0.566106957,0.062092789,0.036876356,0.032537961,0.53125,0.46875,0.421186656,0.033333333,0.8,-0.327407407,-0.7,-0.1,0,0,0.5,0,0
13,86,0.783132521,0.999999981,0.923076905,4,1,1,0,5.069767442,4,0,0,1,0,0,0,217,529,385,2100,51900,20850,1270,3798.666667,2312.996839,2100,2100,2100,0,0,1,0,0,0,0,0,0.79867097,0.050109373,0.050286884,0.05014559,0.050787183,0.466666667,0.183333333,0.046511628,0,1,0,0.316666667,0.166666667,0.5,0,0,0,0.45,-0.483333333,0.05,0.483333333,0
10,443,0.558086559,0.999999996,0.673835123,8,1,1,7,4.986455982,5,0,0,0,0,0,1,217,308,281.25,0,51900,25500,0,2517.222097,1627.812459,0,0,0,0,0,1,0,0,0,0,0,0.040000215,0.040000165,0.839997341,0.040000177,0.040002102,0.322083333,0.032916667,0.009029345,0.013544018,0.4,0.6,0.65,0.5,1,-0.323611111,-1,-0.1,0.52,-0.065,0.02,0.065,0
8,194,0.572916664,0.999999993,0.634328353,14,1,13,0,4.891752577,6,0,0,0,0,0,0,217,751,424,0,51900,21233.33333,0,3356.43662,2064.097304,3200,3200,3200,0,0,1,0,0,0,0,0,0.213896149,0.033378221,0.033506402,0.685221998,0.03399723,0.346568627,0.158333333,0.030927835,0.020618557,0.6,0.4,0.547222222,0.333333333,1,-0.147916667,-0.2,-0.1,0.65,0.35,0.15,0.35,0
10,757,0.538461538,0.999999998,0.720085469,6,2,1,10,4.541611625,9,0,1,0,0,0,0,217,3000,673.1111111,3000,51900,31066.66667,1546.454545,4707.659091,3192.920595,5000,5000,5000,0,0,1,0,0,0,0,0,0.022481654,0.617336937,0.02244834,0.023040061,0.314693007,0.510372835,0.108199946,0.046235139,0.029062087,0.614035088,0.385964912,0.424831169,0.033333333,1,-0.244534632,-0.625,-0.05,0.454545455,0.136363636,0.045454545,0.136363636,0
11,775,0.452380952,0.999999998,0.584362139,20,1,14,0,4.32516129,5,0,0,0,0,0,0,217,428,342.25,0,51900,25000,0,3356.43662,2161.816765,20800,20800,20800,0,0,1,0,0,0,0,0,0.040116402,0.040055818,0.040004539,0.839557133,0.040266109,0.392094017,0.104273504,0.019354839,0.012903226,0.6,0.4,0.435555556,0.1,1,-0.216666667,-0.6,-0.1,0.6,0,0.1,0,0
9,796,0.493654822,0.999999998,0.670859537,13,0,1,0,4.904522613,8,0,0,0,0,1,0,217,560,339.2,0,51900,19775,0,4083.972222,1942.750985,0,0,0,0,0,1,0,0,0,0,0,0.025020116,0.025013234,0.281327033,0.02500471,0.643634908,0.410738083,0.116025797,0.031407035,0.015075377,0.675675676,0.324324324,0.36618961,0.1,1,-0.215939153,-0.666666667,-0.05,0.541666667,-0.291666667,0.041666667,0.291666667,0
10,151,0.766666662,0.99999999,0.812499992,6,4,0,1,4.675496689,6,0,0,0,0,0,0,217,1200,480.6666667,1200,51900,25883.33333,1200,3647.272727,2509.922391,4900,8900,6900,0,0,1,0,0,0,0,0,0.157276262,0.033490121,0.221133298,0.554760044,0.033340275,0.607130125,0.127335116,0.072847682,0.01986755,0.785714286,0.214285714,0.309366391,0.033333333,0.6,-0.375,-0.5,-0.125,0,0,0.5,0,0
8,370,0.587431692,0.999999995,0.75115207,4,2,0,0,4.959459459,10,0,0,0,1,0,0,217,635,436.3333333,0,51900,22990,0,4423.515152,2045.665482,3000,3000,3000,0,0,1,0,0,0,0,0,0.278527499,0.020823523,0.373689257,0.02119526,0.305764461,0.452490127,0.174338308,0.059459459,0.018918919,0.75862069,0.24137931,0.375895317,0.1,0.6,-0.240759637,-0.5,-0.071428571,0.75,0.5,0.25,0.5,0
12,397,0.463730569,0.999999996,0.562753034,3,1,1,0,4.506297229,5,0,0,1,0,0,0,217,483,365,5900,51900,21080,1666.098592,3647.272727,2406.817423,6700,6700,6700,0,0,1,0,0,0,0,0,0.486709489,0.040006733,0.040063762,0.040027755,0.393192261,0.52209596,0.194684343,0.042821159,0.017632242,0.708333333,0.291666667,0.407040998,0.05,0.6,-0.154166667,-0.3,-0.1,0.5,0.5,0,0.5,0
8,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,217,2000,582.2857143,0,51900,16080,0,2939.23913,1596.149445,0,0,0,0,0,1,0,0,0,0,0,0.020362494,0.133522376,0.020018927,0.02055366,0.805542542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
10,320,0.559374998,0.999999994,0.747058819,4,0,1,0,4.6375,8,0,0,0,0,1,0,217,676,351,0,51900,15850,0,2789.819549,1490.647353,0,0,0,0,0,1,0,0,0,0,0,0.025172938,0.025007002,0.14682472,0.025043094,0.777952246,0.439377289,0.13974359,0.040625,0.01875,0.684210526,0.315789474,0.390384615,0.2,0.5,-0.190277778,-0.5,-0.1,0.4,0.2,0.1,0.2,0
8,788,0.481193255,0.999999998,0.650423727,11,4,1,0,4.710659898,7,0,0,0,0,1,0,217,3700,1236.428571,8100,51900,24057.14286,2517.222097,7900,4150.020818,3400,8100,5750,0,0,1,0,0,0,0,0,0.029344769,0.028601414,0.028693473,0.028671601,0.884688744,0.565730924,-0.00992358,0.030456853,0.02284264,0.571428571,0.428571429,0.352656025,0.1,0.7,-0.458333333,-0.8,-0.1,0,0,0.5,0,0
13,109,0.792452823,0.999999984,0.96774192,3,2,0,0,4.706422018,10,0,0,1,0,0,0,217,721,480.5555556,0,51900,19233.5,0,4423.515152,2160.024062,1100,1100,1100,0,0,1,0,0,0,0,0,0.382592894,0.02048649,0.020077093,0.020680258,0.556163265,0.342857143,0.292857143,0.036697248,0,1,0,0.5125,0.25,0.8,0,0,0,0.375,-0.125,0.125,0.125,0
7,1593,0.386464263,0.999999999,0.58997722,11,3,1,1,4.454488387,4,0,0,1,0,0,0,217,441,337.3333333,0,51900,17500,0,2517.222097,1417.224403,1500,3100,2300,0,0,1,0,0,0,0,0,0.550039168,0.050026405,0.050021539,0.050000257,0.29991263,0.461358952,0.106541915,0.039548023,0.015065913,0.724137931,0.275862069,0.318635161,0.033333333,1,-0.250983796,-0.5,-0.125,0,0,0.5,0,1
11,240,0.522935777,0.999999992,0.615999995,5,1,1,0,4.633333333,6,0,0,0,0,0,1,217,529,351.6,0,51900,24100,0,3798.666667,2163.912765,0,0,0,0,0,1,0,0,0,0,0,0.033726348,0.033337552,0.865672577,0.033333806,0.033929716,0.348989899,-0.018686869,0.025,0.041666667,0.375,0.625,0.325,0.2,0.5,-0.236111111,-0.5,-0.125,0,0,0.5,0,0
9,488,0.54658385,0.999999997,0.727272725,11,7,1,0,4.725409836,7,0,0,0,0,1,0,217,742,409.4,0,51900,16014.28571,0,3798.666667,1883.596756,2100,11600,5666.666667,0,0,1,0,0,0,0,0,0.028661377,0.028572976,0.028614279,0.028571698,0.885579671,0.50011655,0.105710956,0.034836066,0.018442623,0.653846154,0.346153846,0.345944742,0.136363636,0.7,-0.156481481,-0.5,-0.05,0,0,0.5,0,0
12,776,0.498680738,0.999999998,0.713646531,5,2,1,0,4.738402062,8,0,0,0,0,0,1,217,1200,473.5,0,51900,16237.5,0,2745.728395,1398.85124,756,756,756,0,0,1,0,0,0,0,0,0.132374379,0.025001554,0.642237948,0.025000963,0.175385155,0.356955856,0.008926731,0.019329897,0.020618557,0.483870968,0.516129032,0.283737374,0.033333333,0.5,-0.249082341,-0.5,-0.071428571,0,0,0.5,0,0
11,654,0.502304147,0.999999997,0.69761273,15,4,1,0,5.0382263,6,0,0,0,0,0,1,217,300,272.3333333,0,51900,17050,0,2517.222097,1073.180254,1100,1100,1100,0,0,1,0,0,0,0,0,0.033335854,0.033336123,0.866657215,0.03333501,0.033335798,0.515443857,0.12760729,0.05351682,0.016819572,0.760869565,0.239130435,0.270816327,0.033333333,0.7,-0.225252525,-1,-0.05,0,0,0.5,0,0
10,267,0.611538459,0.999999994,0.757396445,9,3,0,0,4.876404494,8,0,0,0,0,1,0,217,454,298.4,0,51900,22187.5,0,2939.23913,1697.488568,1300,4700,3000,0,0,1,0,0,0,0,0,0.025033189,0.025063892,0.189091338,0.02500568,0.735805901,0.398708063,0.092606872,0.033707865,0.02247191,0.6,0.4,0.252597403,0.1,0.5,-0.123611111,-0.2,-0.05,0,0,0.5,0,0
9,386,0.549479165,0.999999996,0.716814156,14,9,1,0,4.917098446,5,0,0,0,0,1,0,217,217,217,0,51900,14780,0,2601.907767,1023.825973,437,8200,3249.25,0,0,1,0,0,0,0,0,0.04000117,0.040001512,0.040001166,0.04000301,0.839993143,0.515277778,0.018055556,0.023316062,0.023316062,0.5,0.5,0.338888889,0.05,0.6,-0.313580247,-0.5,-0.125,0,0,0.5,0,0
13,191,0.7037037,0.999999992,0.813559315,5,2,0,1,4.659685864,7,0,0,0,0,0,0,217,577,382.7142857,5000,51900,23357.14286,1659.166667,2810.574713,2253.352243,0,0,0,0,0,1,0,0,0,0,0,0.028899708,0.02883894,0.180854983,0.732831783,0.028574586,0.42602413,0.211896745,0.062827225,0.015706806,0.8,0.2,0.348863636,0.1,1,-0.165740741,-0.291666667,-0.05,0.666666667,0.333333333,0.166666667,0.333333333,0
14,410,0.503703702,0.999999995,0.758620686,5,4,1,1,3.890243902,8,0,1,0,0,0,0,217,1200,664.7142857,0,51900,30300,0,10300,4004.81466,537,3000,1459.25,0,0,1,0,0,0,0,0,0.025018111,0.025389792,0.025000601,0.899586007,0.025005489,0.412248677,0.207255291,0.075609756,0.007317073,0.911764706,0.088235294,0.353801843,0.1,1,-0.273611111,-0.333333333,-0.1875,0.65,0.25,0.15,0.25,0
11,269,0.677902619,0.999999994,0.883116877,1,1,0,1,4.278810409,10,0,0,0,0,0,1,217,610,367.3333333,0,51900,19250,0,2939.23913,2068.4377,1300,1300,1300,0,0,1,0,0,0,0,0,0.020057211,0.020418073,0.121482659,0.430964345,0.407077712,0.373214286,0.123280423,0.033457249,0.011152416,0.75,0.25,0.402116402,0.2,1,-0.6,-1,-0.4,0,0,0.5,0,0
9,297,0.608391606,0.999999994,0.826589591,11,1,1,0,4.872053872,7,0,0,0,0,0,1,217,412,307.25,0,51900,18214.28571,0,2745.728395,1312.115703,0,0,0,0,0,1,0,0,0,0,0,0.028577699,0.028578492,0.885692565,0.028575436,0.028575809,0.438748597,0.250420875,0.063973064,0.01010101,0.863636364,0.136363636,0.384808612,0.1,1,-0.183333333,-0.3,-0.083333333,0.4,0.25,0.1,0.25,0
10,334,0.539634145,0.999999995,0.666666664,8,0,1,0,5,5,0,0,1,0,0,0,217,474,383.8,1300,51900,14620,842.5,2517.222097,1525.922961,0,0,0,0,0,1,0,0,0,0,0,0.839998132,0.04000082,0.040000762,0.040000116,0.04000017,0.409259259,0.22379349,0.068862275,0.002994012,0.958333333,0.041666667,0.310540184,0.033333333,1,-0.05,-0.05,-0.05,0.5,0.136363636,0,0.136363636,0
10,1863,0.379518072,0.999999999,0.570224719,18,0,1,0,4.854535695,8,0,0,0,0,1,0,217,412,297.6,0,51900,17675,0,2745.728395,1487.714943,0,0,0,0,0,1,0,0,0,0,0,0.025012046,0.025005715,0.649522947,0.025003072,0.275456219,0.490997174,0.167206461,0.041331186,0.012345679,0.77,0.23,0.396997105,0.0625,1,-0.216028295,-0.5,-0.05,0,0,0.5,0,0
11,436,0.532110091,0.999999996,0.672932328,16,4,10,1,4.559633028,4,0,1,0,0,0,0,217,423,323,17600,51900,34225,1889.204082,2672.453237,2381.609779,1400,4200,2700,0,0,1,0,0,0,0,0,0.050324509,0.797301135,0.050249939,0.052102735,0.050021682,0.453872054,0.17308677,0.041284404,0.013761468,0.75,0.25,0.35016835,0.033333333,0.8,-0.3125,-0.5,-0.075,0,0,0.5,0,0
10,230,0.620087334,0.999999993,0.762589923,3,0,1,0,4.947826087,8,1,0,0,0,0,0,217,794,496.6,0,51900,16587.5,0,4125.321429,1736.426612,0,0,0,0,0,1,0,0,0,0,0,0.543939945,0.025002004,0.025160507,0.02588892,0.380008624,0.498160173,0.189968885,0.043478261,0,1,0,0.303950216,0.136363636,0.5,0,0,0,0,0,0.5,0,0
10,234,0.678260867,0.999999992,0.899224799,4,3,1,1,4.376068376,10,0,0,0,0,1,0,217,802,438.375,0,51900,14090.2,0,4063.909091,1740.070703,11900,11900,11900,0,0,1,0,0,0,0,0,0.563808909,0.020037733,0.020000643,0.020000355,0.37615236,0.472256657,0.234682048,0.072649573,0.012820513,0.85,0.15,0.391532977,0.033333333,1,-0.147685185,-0.1875,-0.1,0.644444444,-0.327777778,0.144444444,0.327777778,0
11,602,0.505902191,0.999999997,0.638814014,10,0,1,0,4.96345515,6,0,0,0,0,0,1,217,1600,575.5,1600,51900,19533.33333,1463.916667,2745.728395,2088.763955,0,0,0,0,0,1,0,0,0,0,0,0.033333842,0.033333636,0.866664221,0.033333487,0.033334814,0.532503788,0.124198954,0.053156146,0.026578073,0.666666667,0.333333333,0.35554789,0.136363636,0.6,-0.232849702,-0.6,-0.05,0.625,-0.125,0.125,0.125,0
8,413,0.597051596,0.999999996,0.783673466,9,0,1,0,4.658595642,8,0,1,0,0,0,0,217,484,386.375,462,51900,25882.75,462,4707.659091,2690.052815,0,0,0,0,0,1,0,0,0,0,0,0.025000153,0.399825951,0.525083418,0.025089634,0.025000844,0.386447811,0.11627385,0.03874092,0.012106538,0.761904762,0.238095238,0.333191288,0.136363636,0.7,-0.228333333,-0.6,-0.05,0.454545455,0.136363636,0.045454545,0.136363636,0
10,885,0.443930635,0.999999998,0.5729927,12,0,1,0,4.829378531,7,0,0,0,0,0,1,217,462,370.6,0,51900,16514.28571,0,2745.728395,1561.797676,0,0,0,0,0,1,0,0,0,0,0,0.028571918,0.028571625,0.885613944,0.028571526,0.028670987,0.523974257,0.100187071,0.04519774,0.021468927,0.677966102,0.322033898,0.340117424,0.1,1,-0.185087719,-0.6,-0.0125,0.5,0.7,0,0.7,0
14,268,0.55970149,0.999999993,0.706666662,6,2,1,0,4.582089552,5,1,0,0,0,0,0,217,583,429,0,51900,27080,0,3910.03125,2606.70165,0,0,0,0,0,1,0,0,0,0,0,0.041012258,0.041644147,0.040286018,0.040162223,0.836895354,0.370906433,0.174122807,0.052238806,0.01119403,0.823529412,0.176470588,0.302380952,0.1,0.5,-0.208333333,-0.4,-0.1,0.144444444,-0.077777778,0.355555556,0.077777778,0
12,280,0.556420231,0.999999994,0.716867466,2,0,1,0,4.832142857,4,0,0,1,0,0,0,217,1400,582.25,6400,51900,24650,1666.098592,3900,2679.932024,0,0,0,0,0,1,0,0,0,0,0,0.594838744,0.255049649,0.05000155,0.050109117,0.05000094,0.362044553,0.122249278,0.035714286,0.007142857,0.833333333,0.166666667,0.327564935,0.1,0.6,-0.0875,-0.15,-0.025,0.1,0,0.4,0,0
11,304,0.639999998,0.999999995,0.765624996,17,3,7,0,4.509868421,6,0,0,0,0,0,1,217,468,349.2,0,51900,21016.66667,0,2745.728395,1993.561648,3700,3700,3700,0,0,1,0,0,0,0,0,0.033334863,0.033428512,0.366684026,0.533216845,0.033335755,0.515618592,0.114986329,0.049342105,0.006578947,0.882352941,0.117647059,0.297316017,0.1,0.5,-1,-1,-1,0.277272727,0.065909091,0.222727273,0.065909091,0
11,94,0.80851063,0.99999998,0.960784295,3,2,0,1,4.414893617,6,0,0,0,0,0,0,217,1100,463.1666667,1100,51900,25766.66667,1100,2810.574713,2200.244284,0,0,0,0,0,1,0,0,0,0,0,0.033387374,0.03364259,0.033408101,0.866224906,0.033337028,0.333888889,0.0925,0.063829787,0.010638298,0.857142857,0.142857143,0.283333333,0.05,0.7,-0.4,-0.4,-0.4,0,0,0.5,0,0
11,1027,0.425252525,0.999999998,0.59240924,14,0,1,0,4.802336904,7,0,0,1,0,0,0,217,4000,1166.6,0,51900,11118.71429,0,4000,1563.146199,0,0,0,0,0,1,0,0,0,0,0,0.458964882,0.455309505,0.028575363,0.02857584,0.028574411,0.389681388,0.074897915,0.040895813,0.021421616,0.65625,0.34375,0.320670996,0.1,1,-0.26489899,-0.6,-0.05,0.2,0.1,0.3,0.1,0
7,256,0.603999998,0.999999993,0.723684206,8,5,1,0,4.58984375,8,0,0,0,0,1,0,217,1200,486.4285714,0,51900,17178.375,0,3575,2009.754173,1600,3000,2300,0,0,1,0,0,0,0,0,0.167179637,0.166642029,0.025005205,0.025001058,0.616172071,0.63531746,0.39203343,0.06640625,0.00390625,0.944444444,0.055555556,0.424898141,0.1,0.75,-0.166666667,-0.166666667,-0.166666667,0.642857143,0.214285714,0.142857143,0.214285714,0
9,97,0.845360816,0.999999982,0.982456123,3,0,0,1,4.505154639,7,0,0,0,0,0,0,217,582,367.6,0,51900,24757.14286,0,4423.515152,2090.825253,0,0,0,0,0,1,0,0,0,0,0,0.02864688,0.028751836,0.173477816,0.740363605,0.028759863,0.588888889,0.104747475,0.051546392,0.030927835,0.625,0.375,0.387272727,0.1,0.7,-0.296296296,-0.6,-0.133333333,0.4,0.1,0.1,0.1,0
10,163,0.687499996,0.999999991,0.799999993,5,1,1,1,4.883435583,4,0,1,0,0,0,0,217,522,363,0,51900,35800,0,3834.882353,2256.139422,1500,1500,1500,0,0,1,0,0,0,0,0,0.050000385,0.796700686,0.050000652,0.053297444,0.050000832,0.511946387,0.096853147,0.049079755,0.012269939,0.8,0.2,0.294886364,0.1,0.7,-0.2,-0.3,-0.1,0.552272727,0.193181818,0.052272727,0.193181818,0
7,232,0.584415582,0.999999992,0.725806446,8,3,0,0,4.564655172,7,0,0,0,0,1,0,217,1200,497.6,0,51900,21800,0,4083.972222,1926.403155,1200,4100,2650,0,0,1,0,0,0,0,0,0.02860321,0.028633961,0.028612169,0.028574087,0.885576573,0.442559524,0.263392857,0.030172414,0.00862069,0.777777778,0.222222222,0.512244898,0.1,1,-0.2125,-0.3,-0.125,1,0.6,0.5,0.6,0
7,320,0.656249998,0.999999995,0.817733986,12,0,1,0,4.925,7,0,0,0,0,1,0,217,1400,541.8,0,51900,18300,0,3758.588235,2071.552997,0,0,0,0,0,1,0,0,0,0,0,0.028573036,0.251173728,0.345642824,0.028571859,0.346038553,0.499025974,0.082287157,0.034375,0.021875,0.611111111,0.388888889,0.328305785,0.1,0.8,-0.24047619,-0.5,-0.083333333,0,0,0.5,0,0
12,282,0.611111109,0.999999993,0.78231292,4,3,1,0,4.393617021,3,0,1,0,0,0,0,217,423,330,17600,51900,36300,1889.204082,2672.453237,2359.626472,2500,2500,2500,0,0,1,0,0,0,0,0,0.066673187,0.731582654,0.06695829,0.068119183,0.066666685,0.447779304,0.217055861,0.063829787,0.007092199,0.9,0.1,0.375330688,0.033333333,0.8,-0.35625,-0.4,-0.3125,0,0,0.5,0,0
